|dates|Sebastian_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sebastian_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sebastian_Arkansas_UnitedStates.Male_Total_Population.data|Sebastian_Arkansas_UnitedStates.Male_Total_Population.missing|Sebastian_Arkansas_UnitedStates.Female_Total_Population.data|Sebastian_Arkansas_UnitedStates.Female_Total_Population.missing|Sebastian_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Sebastian_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20504.0|0|62418.0|0|65335.0|0|30525.0|0
