|dates|Wayne_Indiana_UnitedStates.AveragePrecipitationTotal.data|Wayne_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Wayne_Indiana_UnitedStates.AveragePrecipitation.data|Wayne_Indiana_UnitedStates.AveragePrecipitation.missing|Wayne_Indiana_UnitedStates.AverageWindDirection.data|Wayne_Indiana_UnitedStates.AverageWindDirection.missing|Wayne_Indiana_UnitedStates.AverageWindSpeed.data|Wayne_Indiana_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|232.08333333333334|0|11.3125|0
0|2020-01-02|0.0|0|0.0|0|210.2777777777778|0|12.069444444444443|0
0|2020-01-03|0.0013333333333333333|0|0.004638888888888889|0|227.9513888888889|0|4.584027777777778|0
0|2020-01-04|0.0|0|0.00020833333333333335|0|311.46527777777777|0|10.367361111111112|0
0|2020-01-05|0.0004166666666666667|0|0.0|0|248.75|0|12.847222222222221|0
0|2020-01-06|0.0|0|0.0|0|252.91666666666666|0|8.125|0
0|2020-01-07|0.0|0|0.0|0|187.91666666666666|0|7.75|0
0|2020-01-08|0.0|0|0.0|0|219.16666666666666|0|10.166666666666666|0
0|2020-01-09|0.0|0|0.006666666666666667|0|175.0|0|13.986111111111112|0
0|2020-01-10|0.03333333333333333|0|0.03709986772486772|0|197.80588624338623|0|13.440145502645501|0
0|2020-01-11|0.02125|0|0.018597222222222223|0|199.40277777777774|0|12.799999999999999|0
0|2020-01-12|0.025833333333333333|0|0.0009166666666666666|0|181.26388888888889|0|7.127777777777777|0
0|2020-01-13|0.0|0|0.0|0|203.54166666666666|0|7.083333333333333|0
0|2020-01-14|0.0|0|0.0|0|187.45833333333334|0|6.925|0
0|2020-01-15|0.0|0|0.0|0|182.25694444444443|0|9.402777777777777|0
0|2020-01-16|0.0|0|0.0|0|306.6666666666667|0|17.604166666666668|0
0|2020-01-17|0.0|0|0.0|0|215.625|0|15.916666666666666|0
0|2020-01-18|0.008749999999999999|0|0.010708333333333334|0|222.1527777777778|0|19.289583333333333|0
0|2020-01-19|0.005416666666666667|0|0.0|0|284.375|0|16.444444444444446|0
0|2020-01-20|0.0|0|0.0|0|223.0|0|6.519444444444445|0
0|2020-01-21|0.0|0|0.0|0|120.41666666666667|0|2.5625|0
0|2020-01-22|0.0|0|0.0|0|185.0|0|7.583333333333333|0
0|2020-01-23|0.0|0|0.0016666666666666668|0|159.30555555555557|0|7.465277777777778|0
0|2020-01-24|0.0004166666666666667|0|0.010340277777777778|0|177.50694444444443|0|8.072222222222221|0
0|2020-01-25|0.0031249999999999997|0|0.0004166666666666667|0|244.1597222222222|0|10.784027777777778|0
0|2020-01-26|0.0004166666666666667|0|0.0|0|254.375|0|10.020833333333334|0
0|2020-01-27|0.0|0|0.0|0|306.4583333333333|0|7.197916666666667|0
0|2020-01-28|0.0|0|0.0|0|279.8958333333333|0|5.802083333333333|0
0|2020-01-29|0.0|0|0.0|0|82.70833333333333|0|3.875|0
0|2020-01-30|0.0|0|0.0|0|65.97222222222221|0|3.986111111111111|0
0|2020-01-31|0.0|0|0.0|0|74.79166666666667|0|3.159722222222222|0
0|2020-02-01|0.0|0|0.0|0|195.0|0|8.996527777777777|0
0|2020-02-02|0.0|0|0.0|0|247.91666666666666|0|15.041666666666666|0
0|2020-02-03|0.0|0|0.0|0|183.75|0|7.333333333333333|0
0|2020-02-04|0.0|0|0.008166666666666668|0|119.34722222222221|0|11.91388888888889|0
0|2020-02-05|0.005416666666666667|0|0.004652777777777777|0|63.75|0|14.458333333333334|0
0|2020-02-06|0.007916666666666667|0|0.0|0|100.97222222222221|0|10.496527777777779|0
0|2020-02-07|0.0|0|0.0|0|297.3958333333333|0|10.03125|0
0|2020-02-08|0.0|0|0.0004166666666666667|0|236.97916666666666|0|6.847222222222222|0
0|2020-02-09|0.0004166666666666667|0|0.016180555555555556|0|172.77777777777774|0|10.444444444444445|0
0|2020-02-10|0.007083333333333334|0|0.004340277777777778|0|199.27083333333334|0|6.96875|0
0|2020-02-11|0.0|0|0.0|0|257.0833333333333|0|6.583333333333333|0
0|2020-02-12|0.0|0|0.004677579365079365|0|121.60813492063492|0|5.569444444444444|0
0|2020-02-13|0.0017708333333333335|0|0.0001388888888888889|0|253.09027777777774|0|12.055555555555552|0
0|2020-02-14|0.0|0|0.0|0|229.58333333333334|0|6.583333333333333|0
0|2020-02-15|0.0|0|0.0|0|197.08333333333334|0|11.708333333333334|0
0|2020-02-16|0.0|0|0.0|0|170.83333333333334|0|3.75|0
0|2020-02-17|0.0|0|0.008333333333333333|0|109.58333333333333|0|8.25|0
0|2020-02-18|0.008333333333333333|0|0.0|0|275.88888888888886|0|10.889583333333334|0
0|2020-02-19|0.0|0|0.0|0|297.2916666666667|0|7.5|0
0|2020-02-20|0.0|0|0.0|0|154.79166666666666|0|9.770833333333334|0
0|2020-02-21|0.0|0|0.0|0|247.08333333333334|0|7.416666666666667|0
0|2020-02-22|0.0|0|0.0|0|222.91666666666666|0|9.541666666666666|0
0|2020-02-23|0.0|0|0.0|0|212.08333333333334|0|10.166666666666666|0
0|2020-02-24|0.0|0|0.0027083333333333334|0|154.32638888888889|0|8.219444444444445|0
0|2020-02-25|0.0011111111111111111|0|0.005458333333333332|0|52.263888888888886|0|12.24097222222222|0
0|2020-02-26|0.003958333333333334|0|0.00020833333333333335|0|193.3333333333333|0|13.489583333333336|0
0|2020-02-27|0.0004166666666666667|0|0.0|0|265.38194444444446|0|12.871527777777779|0
0|2020-02-28|0.0|0|0.0|0|274.5833333333333|0|9.17361111111111|0
0|2020-02-29|0.0|0|0.0|0|247.91666666666666|0|8.25|0
0|2020-03-01|0.0|0|0.0|0|192.08333333333334|0|12.125|0
0|2020-03-02|0.0016666666666666668|0|0.0043749999999999995|0|209.73611111111111|0|9.244444444444444|0
0|2020-03-03|0.0011805555555555556|0|0.006111111111111111|0|255.68055555555557|0|11.161111111111111|0
0|2020-03-04|0.0020833333333333333|0|0.0|0|231.25|0|8.833333333333334|0
0|2020-03-05|0.0|0|0.0|0|186.66666666666666|0|9.125|0
0|2020-03-06|0.0|0|0.0|0|312.84722222222223|0|16.770833333333332|0
0|2020-03-07|0.0|0|0.0|0|159.58333333333334|0|4.375|0
0|2020-03-08|0.0|0|0.0|0|203.75|0|11.708333333333334|0
0|2020-03-09|0.0|0|0.0|0|204.16666666666666|0|14.875|0
0|2020-03-10|0.0014285714285714286|0|0.008759920634920634|0|240.11904761904762|0|11.572420634920634|0
0|2020-03-11|0.0|0|0.0|0|139.54166666666666|0|3.8375|0
0|2020-03-12|0.0|0|0.00965277777777778|0|128.71527777777777|0|5.78125|0
0|2020-03-13|0.014166666666666668|0|0.0|0|285.1388888888889|0|14.5|0
0|2020-03-14|0.0|0|0.003472222222222222|0|89.71527777777777|0|8.385416666666666|0
0|2020-03-15|0.002916666666666667|0|0.0|0|58.19444444444445|0|9.972222222222223|0
0|2020-03-16|0.0|0|0.0|0|95.83333333333333|0|3.875|0
0|2020-03-17|0.0|0|0.0|0|231.94444444444443|0|8.04861111111111|0
0|2020-03-18|0.0|0|0.020472222222222225|0|111.25198412698414|0|6.771825396825396|0
0|2020-03-19|0.030833333333333334|0|0.007583333333333333|0|130.86111111111111|0|9.420833333333333|0
0|2020-03-20|0.022083333333333333|0|0.012291666666666668|0|292.53472222222223|0|16.739583333333332|0
0|2020-03-21|0.0008333333333333334|0|0.0|0|59.270833333333336|0|9.993055555555555|0
0|2020-03-22|0.0|0|0.0035624999999999997|0|100.45833333333333|0|10.208333333333334|0
0|2020-03-23|0.0025|0|0.0|0|208.40277777777774|0|5.715277777777778|0
0|2020-03-24|0.0|0|0.0004166666666666667|0|80.625|0|8.5625|0
0|2020-03-25|0.0004166666666666667|0|0.0|0|113.54166666666667|0|4.659722222222222|0
0|2020-03-26|0.0|0|0.004166666666666667|0|141.95833333333334|0|8.908333333333333|0
0|2020-03-27|0.005416666666666667|0|0.006111111111111111|0|85.55555555555556|0|10.555555555555555|0
0|2020-03-28|0.012499999999999999|0|0.03604265873015874|0|155.87103174603175|0|8.348313492063491|0
0|2020-03-29|0.06291666666666666|0|0.0|0|241.18055555555554|0|18.083333333333332|0
0|2020-03-30|0.0|0|0.0|0|263.5416666666667|0|13.395833333333334|0
0|2020-03-31|0.0|0|0.0004166666666666667|0|103.64583333333333|0|7.576388888888888|0
0|2020-04-01|0.0004166666666666667|0|0.0|0|224.2361111111111|0|6.805555555555556|0
0|2020-04-02|0.0|0|0.0|0|84.86111111111111|0|2.361111111111111|0
0|2020-04-03|0.0|0|0.0|0|65.41666666666667|0|1.5833333333333333|0
0|2020-04-04|0.0|0|0.0010416666666666667|0|203.4027777777778|0|7.236111111111112|0
0|2020-04-05|0.000625|0|0.0|0|113.33333333333336|0|6.4930555555555545|0
0|2020-04-06|0.0|0|0.0|0|118.47222222222223|0|4.825|0
0|2020-04-07|0.0|0|0.0|0|214.79166666666666|0|9.8125|0
0|2020-04-08|0.000625|0|0.004479166666666667|0|229.79166666666666|0|8.163194444444445|0
0|2020-04-09|0.005833333333333334|0|0.0008333333333333334|0|298.75|0|16.666666666666668|0
0|2020-04-10|0.0008333333333333334|0|0.0|0|268.0|0|11.887500000000001|0
0|2020-04-11|0.0|0|0.0|0|172.5|0|7.791666666666667|0
0|2020-04-12|0.0|0|0.0004166666666666667|0|177.70833333333334|0|10.5|0
0|2020-04-13|0.0001388888888888889|0|0.0|0|267.9513888888889|0|15.131944444444445|0
0|2020-04-14|0.0|0|0.0|0|270.4166666666667|0|9.916666666666666|0
0|2020-04-15|0.0|0|0.0003125|0|240.10416666666666|0|11.104166666666666|0
0|2020-04-16|0.0004166666666666667|0|0.0|0|243.33333333333334|0|9.25|0
0|2020-04-17|0.0004166666666666667|0|0.002916666666666667|0|204.8125|0|10.472916666666666|0
0|2020-04-18|0.0025|0|0.0|0|250.1388888888889|0|9.340277777777779|0
0|2020-04-19|0.0|0|0.0|0|204.58333333333334|0|8.791666666666666|0
0|2020-04-20|0.0|0|0.0|0|150.0|0|9.041666666666666|0
0|2020-04-21|0.0|0|0.0|0|269.5833333333333|0|15.833333333333334|0
0|2020-04-22|0.0|0|0.0|0|156.66666666666666|0|6.291666666666667|0
0|2020-04-23|0.0|0|0.0011458333333333333|0|129.79166666666666|0|7.454861111111112|0
0|2020-04-24|0.0004166666666666667|0|0.0|0|97.08333333333333|0|5.565972222222221|0
0|2020-04-25|0.0|0|0.0004166666666666667|0|106.875|0|12.229166666666666|0
0|2020-04-26|0.0033333333333333335|0|0.002916666666666667|0|183.75|0|16.666666666666668|0
0|2020-04-27|0.0|0|0.0|0|152.5|0|6.625|0
0|2020-04-28|0.0|0|0.0|0|220.41666666666666|0|11.125|0
0|2020-04-29|0.0|0|0.008645833333333333|0|205.59027777777774|0|12.934027777777777|0
0|2020-04-30|0.004722222222222222|0|0.0019444444444444446|0|287.36111111111114|0|14.322916666666666|0
0|2020-05-01|0.0|0|0.0|0|284.23611111111114|0|8.600694444444445|0
0|2020-05-02|0.0|0|0.0|0|222.91666666666666|0|10.5|0
0|2020-05-03|0.015833333333333335|0|0.014583333333333332|0|288.0555555555556|0|7.180555555555556|0
0|2020-05-04|0.0|0|0.0|0|157.91666666666666|0|8.25|0
0|2020-05-05|0.0|0|0.0016666666666666668|0|69.23611111111111|0|13.111111111111112|0
0|2020-05-06|0.0016666666666666668|0|0.0|0|279.1666666666667|0|9.291666666666666|0
0|2020-05-07|0.0|0|0.0|0|240.0|0|10.75|0
0|2020-05-08|0.0008333333333333334|0|0.0016666666666666668|0|273.5416666666667|0|14.854166666666666|0
0|2020-05-09|0.0008333333333333334|0|0.0|0|286.6666666666667|0|9.333333333333334|0
0|2020-05-10|0.0|0|0.0034375|0|242.4652777777778|0|14.458333333333334|0
0|2020-05-11|0.005416666666666667|0|0.0004166666666666667|0|299.86111111111114|0|10.8125|0
0|2020-05-12|0.0004166666666666667|0|0.0|0|191.66666666666666|0|6.479166666666667|0
0|2020-05-13|0.0|0|0.0|0|137.5|0|7.125|0
0|2020-05-14|0.0|0|0.007875|0|194.7361111111111|0|9.106944444444446|0
0|2020-05-15|0.011250000000000001|0|0.013458333333333336|0|192.875|0|8.874305555555557|0
0|2020-05-16|0.008333333333333333|0|0.0|0|61.49305555555555|0|5.59375|0
0|2020-05-17|0.0033333333333333335|0|0.0062499999999999995|0|155.41666666666666|0|8.291666666666666|0
0|2020-05-18|0.006354166666666667|0|0.031155753968253975|0|140.32242063492063|0|5.477678571428572|0
0|2020-05-19|0.0045000000000000005|0|0.00725|0|88.51388888888887|0|14.38263888888889|0
0|2020-05-20|0.004583333333333333|0|0.0|0|98.75|0|15.104166666666666|0
0|2020-05-21|0.0|0|0.0|0|108.75|0|10.979166666666666|0
0|2020-05-22|0.0|0|0.0|0|76.04166666666667|0|2.048611111111111|0
0|2020-05-23|0.0|0|0.0|0|138.95833333333334|0|6.916666666666667|0
0|2020-05-24|0.0|0|0.003055555555555556|0|203.33333333333334|0|8.430555555555555|0
0|2020-05-25|0.0033333333333333335|0|0.0|0|162.60416666666666|0|6.760416666666667|0
0|2020-05-26|0.0|0|0.0|0|140.0|0|5.583333333333333|0
0|2020-05-27|0.0001388888888888889|0|0.004027777777777778|0|137.22222222222223|0|5.631944444444444|0
0|2020-05-28|0.0021874999999999998|0|0.022652777777777782|0|166.03472222222223|0|7.470833333333334|0
0|2020-05-29|0.009027777777777779|0|0.0034375|0|260.1041666666667|0|8.097222222222221|0
0|2020-05-30|0.004583333333333333|0|0.0|0|287.5|0|9.208333333333334|0
0|2020-05-31|0.0|0|0.0|0|146.66666666666666|0|5.708333333333333|0
0|2020-06-01|0.0|0|0.0|0|172.08333333333334|0|5.125|0
0|2020-06-02|0.0|0|0.0|0|235.0|0|11.708333333333334|0
0|2020-06-03|0.0|0|0.0|0|212.08333333333334|0|9.708333333333334|0
0|2020-06-04|0.022500000000000003|0|0.01482142857142857|0|188.8392857142857|0|5.970238095238095|0
0|2020-06-05|0.0|0|0.0|0|197.08333333333334|0|5.0|0
0|2020-06-06|0.0|0|0.0|0|264.5833333333333|0|8.75|0
0|2020-06-07|0.0|0|0.0|0|119.58333333333333|0|7.791666666666667|0
0|2020-06-08|0.0|0|0.0|0|120.0|0|8.958333333333334|0
0|2020-06-09|0.0|0|0.0016666666666666668|0|165.41666666666666|0|12.333333333333334|0
0|2020-06-10|0.0005555555555555556|0|0.006145833333333334|0|213.81944444444443|0|16.51736111111111|0
0|2020-06-11|0.006666666666666667|0|0.0|0|268.5416666666667|0|11.208333333333334|0
0|2020-06-12|0.0|0|0.0|0|222.5|0|6.208333333333333|0
0|2020-06-13|0.0001388888888888889|0|0.0009722222222222223|0|68.2638888888889|0|10.277777777777779|0
0|2020-06-14|0.0008333333333333334|0|0.0|0|61.875|0|11.166666666666666|0
0|2020-06-15|0.0|0|0.0|0|66.66666666666667|0|7.833333333333333|0
