|dates|Tripp_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tripp_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tripp_SouthDakota_UnitedStates.Male_Total_Population.data|Tripp_SouthDakota_UnitedStates.Male_Total_Population.missing|Tripp_SouthDakota_UnitedStates.Female_Total_Population.data|Tripp_SouthDakota_UnitedStates.Female_Total_Population.missing|Tripp_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Tripp_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1229.0|0|2761.0|0|2717.0|0|1264.0|0
