|dates|OutofND_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|OutofND_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|OutofND_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|OutofND_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|OutofND_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|OutofND_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|OutofND_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|OutofND_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
