|dates|Chatham_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chatham_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chatham_Georgia_UnitedStates.Male_Total_Population.data|Chatham_Georgia_UnitedStates.Male_Total_Population.missing|Chatham_Georgia_UnitedStates.Female_Total_Population.data|Chatham_Georgia_UnitedStates.Female_Total_Population.missing|Chatham_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Chatham_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|44478.0|0|138978.0|0|150217.0|0|61279.0|0
