|dates|Harnett_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harnett_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harnett_NorthCarolina_UnitedStates.Male_Total_Population.data|Harnett_NorthCarolina_UnitedStates.Male_Total_Population.missing|Harnett_NorthCarolina_UnitedStates.Female_Total_Population.data|Harnett_NorthCarolina_UnitedStates.Female_Total_Population.missing|Harnett_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Harnett_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16723.0|0|66478.0|0|67736.0|0|34902.0|0
