|dates|Osage_Kansas_UnitedStates.JHU_ConfirmedCases.data|Osage_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Osage_Kansas_UnitedStates.NYT_ConfirmedCases.data|Osage_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Osage_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Osage_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Osage_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Osage_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1593.0|0|0.0|100|28.0|0|0.0|100
