|dates|Coconino_Arizona_UnitedStates.BLS_EmployedPopulation.data|Coconino_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Coconino_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Coconino_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Coconino_Arizona_UnitedStates.BLS_UnemploymentRate.data|Coconino_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Coconino_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Coconino_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-02|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-03|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-04|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-05|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-06|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-07|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-08|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-09|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-10|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-11|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-12|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-13|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-14|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-15|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-16|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-17|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-18|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-19|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-20|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-21|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-22|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-23|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-24|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-25|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-26|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-27|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-28|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-29|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-30|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-01-31|72319.5|0|4994.0|0|6.459415237959735|0|77313.5|0
0|2020-02-01|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-02|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-03|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-04|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-05|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-06|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-07|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-08|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-09|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-10|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-11|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-12|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-13|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-14|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-15|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-16|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-17|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-18|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-19|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-20|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-21|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-22|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-23|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-24|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-25|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-26|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-27|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-28|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-02-29|72728.0|0|4564.0|0|5.904880194586762|0|77292.0|0
0|2020-03-01|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-02|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-03|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-04|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-05|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-06|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-07|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-08|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-09|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-10|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-11|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-12|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-13|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-14|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-15|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-16|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-17|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-18|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-19|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-20|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-21|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-22|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-23|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-24|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-25|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-26|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-27|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-28|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-29|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-30|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-03-31|71474.5|0|5750.5|0|7.4464227905471025|0|77225.0|0
0|2020-04-01|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-02|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-03|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-04|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-05|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-06|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-07|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-08|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-09|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-10|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-11|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-12|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-13|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-14|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
0|2020-04-15|60227.0|0|12838.0|0|17.570656264969546|0|73065.0|0
