|dates|Miller_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miller_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miller_Georgia_UnitedStates.Male_Total_Population.data|Miller_Georgia_UnitedStates.Male_Total_Population.missing|Miller_Georgia_UnitedStates.Female_Total_Population.data|Miller_Georgia_UnitedStates.Female_Total_Population.missing|Miller_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Miller_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1264.0|0|2725.0|0|2961.0|0|1294.0|0
