|dates|Fisher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fisher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fisher_Texas_UnitedStates.Male_Total_Population.data|Fisher_Texas_UnitedStates.Male_Total_Population.missing|Fisher_Texas_UnitedStates.Female_Total_Population.data|Fisher_Texas_UnitedStates.Female_Total_Population.missing|Fisher_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Fisher_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|943.0|0|1903.0|0|1936.0|0|812.0|0
