|dates|Bedford_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bedford_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bedford_Virginia_UnitedStates.Male_Total_Population.data|Bedford_Virginia_UnitedStates.Male_Total_Population.missing|Bedford_Virginia_UnitedStates.Female_Total_Population.data|Bedford_Virginia_UnitedStates.Female_Total_Population.missing|Bedford_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Bedford_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16789.0|0|38794.0|0|39953.0|0|15623.0|0
