|dates|Lincoln_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-02|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-03|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-04|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-05|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-06|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-07|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-08|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-09|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-10|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-11|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-12|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-13|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-14|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-15|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-16|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-17|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-18|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-19|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-20|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-21|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-22|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-23|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-24|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-25|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-26|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-27|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-28|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-29|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-30|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-01-31|8630.0|0|398.5|0|4.4138007420944785|0|9028.5|0
0|2020-02-01|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-02|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-03|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-04|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-05|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-06|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-07|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-08|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-09|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-10|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-11|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-12|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-13|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-14|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-15|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-16|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-17|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-18|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-19|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-20|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-21|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-22|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-23|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-24|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-25|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-26|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-27|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-28|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-02-29|8651.5|0|399.5|0|4.413876919677384|0|9051.0|0
0|2020-03-01|8644.0|0|482.5|0|5.286802169506383|0|9126.5|0
