|dates|Haywood_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Haywood_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Haywood_Tennessee_UnitedStates.Male_Total_Population.data|Haywood_Tennessee_UnitedStates.Male_Total_Population.missing|Haywood_Tennessee_UnitedStates.Female_Total_Population.data|Haywood_Tennessee_UnitedStates.Female_Total_Population.missing|Haywood_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Haywood_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3299.0|0|8085.0|0|9250.0|0|3855.0|0
