|dates|Schoolcraft_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Schoolcraft_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Schoolcraft_Michigan_UnitedStates.Male_Total_Population.data|Schoolcraft_Michigan_UnitedStates.Male_Total_Population.missing|Schoolcraft_Michigan_UnitedStates.Female_Total_Population.data|Schoolcraft_Michigan_UnitedStates.Female_Total_Population.missing|Schoolcraft_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Schoolcraft_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2162.0|0|3980.0|0|4088.0|0|1370.0|0
