|dates|Park_Montana_UnitedStates.BLS_EmployedPopulation.data|Park_Montana_UnitedStates.BLS_EmployedPopulation.missing|Park_Montana_UnitedStates.BLS_UnemployedPopulation.data|Park_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Park_Montana_UnitedStates.BLS_UnemploymentRate.data|Park_Montana_UnitedStates.BLS_UnemploymentRate.missing|Park_Montana_UnitedStates.BLS_LaborForcePopulation.data|Park_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-02|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-03|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-04|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-05|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-06|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-07|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-08|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-09|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-10|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-11|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-12|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-13|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-14|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-15|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-16|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-17|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-18|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-19|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-20|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-21|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-22|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-23|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-24|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-25|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-26|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-27|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-28|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-29|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-30|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-01-31|8292.0|0|393.5|0|4.530539404755052|0|8685.5|0
0|2020-02-01|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-02|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-03|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-04|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-05|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-06|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-07|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-08|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-09|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-10|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-11|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-12|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-13|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-14|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-15|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-16|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-17|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-18|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-19|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-20|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-21|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-22|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-23|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-24|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-25|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-26|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-27|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-28|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
0|2020-02-29|8367.0|0|394.0|0|4.497203515580413|0|8761.0|0
