|dates|BlueEarth_Minnesota_UnitedStates.BLS_EmployedPopulation.data|BlueEarth_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|BlueEarth_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|BlueEarth_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|BlueEarth_Minnesota_UnitedStates.BLS_UnemploymentRate.data|BlueEarth_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|BlueEarth_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|BlueEarth_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-02|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-03|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-04|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-05|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-06|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-07|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-08|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-09|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-10|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-11|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-12|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-13|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-14|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-15|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-16|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-17|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-18|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-19|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-20|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-21|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-22|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-23|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-24|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-25|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-26|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-27|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-28|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-29|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-30|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-01-31|39786.5|0|1206.0|0|2.9420015856559125|0|40992.5|0
0|2020-02-01|40249.0|0|1230.0|0|2.9653559632585162|0|41479.0|0
0|2020-02-02|40249.0|0|1230.0|0|2.9653559632585162|0|41479.0|0
0|2020-02-03|40249.0|0|1230.0|0|2.9653559632585162|0|41479.0|0
0|2020-02-04|40249.0|0|1230.0|0|2.9653559632585162|0|41479.0|0
0|2020-02-05|40249.0|0|1230.0|0|2.9653559632585162|0|41479.0|0
