|dates|Calhoun_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_Alabama_UnitedStates.Male_Total_Population.data|Calhoun_Alabama_UnitedStates.Male_Total_Population.missing|Calhoun_Alabama_UnitedStates.Female_Total_Population.data|Calhoun_Alabama_UnitedStates.Female_Total_Population.missing|Calhoun_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20247.0|0|54914.0|0|59363.0|0|24695.0|0
