|dates|Pecos_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pecos_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pecos_Texas_UnitedStates.Male_Total_Population.data|Pecos_Texas_UnitedStates.Male_Total_Population.missing|Pecos_Texas_UnitedStates.Female_Total_Population.data|Pecos_Texas_UnitedStates.Female_Total_Population.missing|Pecos_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Pecos_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2101.0|0|8912.0|0|6761.0|0|3821.0|0
