|dates|Yakutat_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yakutat_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yakutat_Alaska_UnitedStates.Male_Total_Population.data|Yakutat_Alaska_UnitedStates.Male_Total_Population.missing|Yakutat_Alaska_UnitedStates.Female_Total_Population.data|Yakutat_Alaska_UnitedStates.Female_Total_Population.missing|Yakutat_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Yakutat_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|118.0|0|335.0|0|269.0|0|112.0|0
