|dates|Wayne_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wayne_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wayne_Nebraska_UnitedStates.Male_Total_Population.data|Wayne_Nebraska_UnitedStates.Male_Total_Population.missing|Wayne_Nebraska_UnitedStates.Female_Total_Population.data|Wayne_Nebraska_UnitedStates.Female_Total_Population.missing|Wayne_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Wayne_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1536.0|0|4726.0|0|4677.0|0|1882.0|0
