|dates|Halifax_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Halifax_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Halifax_NorthCarolina_UnitedStates.Male_Total_Population.data|Halifax_NorthCarolina_UnitedStates.Male_Total_Population.missing|Halifax_NorthCarolina_UnitedStates.Female_Total_Population.data|Halifax_NorthCarolina_UnitedStates.Female_Total_Population.missing|Halifax_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Halifax_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10479.0|0|24282.0|0|26292.0|0|10830.0|0
