|dates|Moore_Texas_UnitedStates.AveragePrecipitationTotal.data|Moore_Texas_UnitedStates.AveragePrecipitationTotal.missing|Moore_Texas_UnitedStates.AveragePrecipitation.data|Moore_Texas_UnitedStates.AveragePrecipitation.missing|Moore_Texas_UnitedStates.AverageWindDirection.data|Moore_Texas_UnitedStates.AverageWindDirection.missing|Moore_Texas_UnitedStates.AverageWindSpeed.data|Moore_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|229.16666666666666|0|14.96875|0
0|2020-01-02|0.0|0|0.0|0|317.34375|0|9.90625|0
0|2020-01-03|0.0|0|0.0|0|264.5833333333333|0|8.40625|0
0|2020-01-04|0.0|0|0.0|0|205.9375|0|11.34375|0
0|2020-01-05|0.0|0|0.0|0|185.10416666666666|0|8.979166666666666|0
0|2020-01-06|0.0|0|0.0|0|256.0416666666667|0|10.770833333333334|0
0|2020-01-07|0.0|0|0.0|0|176.66666666666666|0|8.354166666666666|0
0|2020-01-08|0.0|0|0.0|0|192.70833333333334|0|16.729166666666668|0
0|2020-01-09|0.0|0|0.0|0|199.89583333333334|0|9.145833333333334|0
0|2020-01-10|0.0|0|0.0|0|305.625|0|17.520833333333332|0
0|2020-01-11|0.0|0|0.0|0|222.39583333333334|0|11.25|0
0|2020-01-12|0.0|0|0.0|0|217.1875|0|9.96875|0
0|2020-01-13|0.0|0|0.0|0|213.4375|0|17.65625|0
0|2020-01-14|0.0|0|0.0|0|224.27083333333334|0|13.0625|0
0|2020-01-15|0.0|0|0.0|0|119.27083333333333|0|10.84375|0
0|2020-01-16|0.0|0|0.0075|0|112.70833333333333|0|6.791666666666667|0
0|2020-01-17|0.005|0|0.00020833333333333335|0|196.45833333333334|0|17.229166666666668|0
0|2020-01-18|0.00020833333333333335|0|0.0|0|195.20833333333334|0|8.125|0
0|2020-01-19|0.0|0|0.0|0|191.45833333333334|0|8.458333333333334|0
0|2020-01-20|0.0|0|0.0|0|220.10416666666666|0|8.71875|0
0|2020-01-21|0.0|0|0.0013541666666666667|0|169.6875|0|13.364583333333334|0
0|2020-01-22|0.00125|0|0.0|0|258.9583333333333|0|12.3125|0
0|2020-01-23|0.0|0|0.0|0|316.6666666666667|0|12.40625|0
0|2020-01-24|0.0|0|0.0|0|228.95833333333334|0|11.010416666666666|0
0|2020-01-25|0.0|0|0.0|0|210.0|0|8.177083333333334|0
0|2020-01-26|0.0|0|0.0|0|214.58333333333334|0|5.916666666666667|0
0|2020-01-27|0.0|0|0.0|0|131.25|0|6.354166666666667|0
0|2020-01-28|0.00020833333333333335|0|0.00020833333333333335|0|332.2916666666667|0|20.697916666666668|0
0|2020-01-29|0.0|0|0.0|0|164.6875|0|6.239583333333333|0
0|2020-01-30|0.0|0|0.0|0|221.77083333333334|0|8.958333333333334|0
0|2020-01-31|0.0|0|0.0|0|292.2916666666667|0|11.65625|0
0|2020-02-01|0.0|0|0.0|0|245.52083333333334|0|13.114583333333334|0
0|2020-02-02|0.0|0|0.0|0|211.04166666666666|0|12.03125|0
0|2020-02-03|0.0|0|0.0|0|166.45833333333334|0|16.3125|0
0|2020-02-04|0.0|0|0.0|0|270.4166666666667|0|19.28125|0
0|2020-02-05|0.0|0|0.0|0|271.875|0|9.104166666666666|0
0|2020-02-06|0.0|0|0.0|0|231.97916666666666|0|8.78125|0
0|2020-02-07|0.0|0|0.0|0|238.54166666666666|0|7.739583333333333|0
0|2020-02-08|0.0|0|0.0|0|196.66666666666666|0|14.75|0
0|2020-02-09|0.0|0|0.0|0|212.8125|0|15.979166666666666|0
0|2020-02-10|0.0|0|0.0003125|0|113.22916666666667|0|5.552083333333333|0
0|2020-02-11|0.00020833333333333335|0|0.00010416666666666667|0|158.85416666666666|0|9.958333333333334|0
0|2020-02-12|0.00020833333333333335|0|0.00010416666666666667|0|258.6458333333333|0|14.822916666666666|0
0|2020-02-13|0.0|0|0.0|0|68.64583333333333|0|9.104166666666666|0
0|2020-02-14|0.0|0|0.0|0|162.5|0|18.385416666666668|0
0|2020-02-15|0.0|0|0.0|0|183.33333333333334|0|12.927083333333334|0
0|2020-02-16|0.0|0|0.0|0|165.52083333333334|0|6.958333333333333|0
0|2020-02-17|0.0|0|0.0|0|166.25|0|13.6875|0
0|2020-02-18|0.0|0|0.0|0|45.833333333333336|0|10.541666666666666|0
0|2020-02-19|0.0|0|0.0|0|122.39583333333333|0|10.510416666666666|0
0|2020-02-20|0.0|0|0.0|0|189.0625|0|12.885416666666666|0
0|2020-02-21|0.0|0|0.0|0|193.22916666666666|0|14.34375|0
0|2020-02-22|0.0|0|0.0|0|207.60416666666666|0|11.0|0
