|dates|Paulding_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Paulding_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Paulding_Ohio_UnitedStates.Male_Total_Population.data|Paulding_Ohio_UnitedStates.Male_Total_Population.missing|Paulding_Ohio_UnitedStates.Female_Total_Population.data|Paulding_Ohio_UnitedStates.Female_Total_Population.missing|Paulding_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Paulding_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3485.0|0|9357.0|0|9403.0|0|4399.0|0
