|dates|Denali_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Denali_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Denali_Alaska_UnitedStates.Male_Total_Population.data|Denali_Alaska_UnitedStates.Male_Total_Population.missing|Denali_Alaska_UnitedStates.Female_Total_Population.data|Denali_Alaska_UnitedStates.Female_Total_Population.missing|Denali_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Denali_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|245.0|0|1146.0|0|913.0|0|384.0|0
