|dates|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Philadelphia_Pennsylvania_UnitedStates.Male_Total_Population.data|Philadelphia_Pennsylvania_UnitedStates.Male_Total_Population.missing|Philadelphia_Pennsylvania_UnitedStates.Female_Total_Population.data|Philadelphia_Pennsylvania_UnitedStates.Female_Total_Population.missing|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Philadelphia_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|216276.0|0|749572.0|0|834566.0|0|343970.0|0
