|dates|Goliad_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Goliad_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Goliad_Texas_UnitedStates.Male_Total_Population.data|Goliad_Texas_UnitedStates.Male_Total_Population.missing|Goliad_Texas_UnitedStates.Female_Total_Population.data|Goliad_Texas_UnitedStates.Female_Total_Population.missing|Goliad_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Goliad_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1738.0|0|3756.0|0|3828.0|0|1621.0|0
