|dates|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Bryan_Georgia_UnitedStates.NYT_ConfirmedCases.data|Bryan_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Bryan_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|5445.0|0|0.0|100|43.0|0|0.0|100
