|dates|NorthwestArctic_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NorthwestArctic_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NorthwestArctic_Alaska_UnitedStates.Male_Total_Population.data|NorthwestArctic_Alaska_UnitedStates.Male_Total_Population.missing|NorthwestArctic_Alaska_UnitedStates.Female_Total_Population.data|NorthwestArctic_Alaska_UnitedStates.Female_Total_Population.missing|NorthwestArctic_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|NorthwestArctic_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|561.0|0|4141.0|0|3530.0|0|2706.0|0
