|dates|Tuscola_Michigan_UnitedStates.AveragePrecipitationTotal.data|Tuscola_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Tuscola_Michigan_UnitedStates.AveragePrecipitation.data|Tuscola_Michigan_UnitedStates.AveragePrecipitation.missing|Tuscola_Michigan_UnitedStates.AverageWindDirection.data|Tuscola_Michigan_UnitedStates.AverageWindDirection.missing|Tuscola_Michigan_UnitedStates.AverageWindSpeed.data|Tuscola_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|218.22916666666666|0|10.640625|0
0|2020-01-02|0.0|0|0.0|0|200.88541666666666|0|11.854166666666666|0
0|2020-01-03|0.0|0|0.0|0|164.11458333333334|0|3.25|0
0|2020-01-04|0.0|0|0.0|0|272.3958333333333|0|7.1875|0
0|2020-01-05|0.0|0|0.0|0|216.51041666666666|0|9.296875|0
0|2020-01-06|0.0|0|0.0|0|247.23958333333334|0|12.432291666666666|0
0|2020-01-07|0.0|0|0.0|0|204.6875|0|7.963541666666667|0
0|2020-01-08|0.0|0|0.0|0|239.53125|0|9.567708333333334|0
0|2020-01-09|0.0|0|0.0|0|138.17708333333334|0|12.385416666666666|0
0|2020-01-10|0.0|0|0.0|0|146.14583333333334|0|7.666666666666667|0
0|2020-01-11|0.0|0|0.0|0|50.208333333333336|0|8.890625|0
0|2020-01-12|0.0|0|0.0|0|30.052083333333332|0|5.229166666666667|0
0|2020-01-13|0.0|0|0.0|0|51.197916666666664|0|1.0|0
0|2020-01-14|0.0|0|0.0|0|162.23958333333334|0|5.885416666666667|0
0|2020-01-15|0.0|0|0.0|0|135.05208333333334|0|3.8697916666666665|0
0|2020-01-16|0.0|0|0.0|0|295.5208333333333|0|12.473958333333334|0
0|2020-01-17|0.0|0|0.0|0|154.94791666666666|0|5.947916666666667|0
0|2020-01-18|0.0|0|0.0|0|173.28125|0|14.520833333333334|0
0|2020-01-19|0.0|0|0.0|0|287.03125|0|11.661458333333334|0
0|2020-01-20|0.0|0|0.0|0|270.7291666666667|0|5.473958333333333|0
0|2020-01-21|0.0|0|0.0|0|229.0625|0|8.567708333333334|0
0|2020-01-22|0.0|0|0.0|0|191.35416666666666|0|10.25|0
0|2020-01-23|0.0|0|0.0|0|106.14583333333333|0|4.322916666666667|0
0|2020-01-24|0.0|0|0.0|0|94.47916666666667|0|7.359375|0
0|2020-01-25|0.0|0|0.0|0|175.10416666666666|0|4.59375|0
0|2020-01-26|0.0|0|0.0|0|248.59375|0|8.645833333333334|0
0|2020-01-27|0.0|0|0.0|0|251.25|0|3.8229166666666665|0
0|2020-01-28|0.0|0|0.0|0|262.1875|0|4.364583333333333|0
0|2020-01-29|0.0|0|0.0|0|125.41666666666667|0|2.7083333333333335|0
0|2020-01-30|0.0|0|0.0|0|42.291666666666664|0|1.4322916666666667|0
0|2020-01-31|0.0|0|0.0|0|90.67708333333333|0|1.4739583333333333|0
0|2020-02-01|0.0|0|0.0|0|195.83333333333334|0|7.140625|0
0|2020-02-02|0.0|0|0.0|0|219.73958333333334|0|6.583333333333333|0
0|2020-02-03|0.0|0|0.0|0|95.36458333333333|0|3.3541666666666665|0
0|2020-02-04|0.0|0|0.0|0|282.96875|0|8.96875|0
0|2020-02-05|0.0|0|0.0|0|220.41666666666666|0|5.630208333333333|0
0|2020-02-06|0.0|0|0.0|0|125.67708333333333|0|5.786458333333333|0
0|2020-02-07|0.0|0|0.0|0|280.9375|0|7.458333333333333|0
0|2020-02-08|0.0|0|0.0|0|176.61458333333334|0|3.8020833333333335|0
0|2020-02-09|0.0|0|0.0|0|136.66666666666666|0|7.270833333333333|0
0|2020-02-10|0.0|0|0.0|0|247.23958333333334|0|5.244791666666667|0
0|2020-02-11|0.0|0|0.0|0|223.85416666666666|0|8.859375|0
0|2020-02-12|0.0|0|0.0|0|197.60416666666666|0|7.255208333333333|0
0|2020-02-13|0.0|0|0.0|0|231.45833333333334|0|7.484375|0
0|2020-02-14|0.0|0|0.0|0|164.44444444444443|0|5.088541666666667|0
0|2020-02-15|0.0|0|0.0|0|190.36458333333334|0|11.96875|0
0|2020-02-16|0.0|0|0.0|0|251.875|0|7.765625|0
0|2020-02-17|0.0|0|0.0|0|97.70833333333333|0|6.072916666666667|0
0|2020-02-18|0.0|0|0.0|0|218.05555555555557|0|13.223958333333334|0
0|2020-02-19|0.0|0|0.0|0|270.1041666666667|0|10.302083333333334|0
0|2020-02-20|0.0|0|0.0|0|254.94791666666666|0|5.65625|0
0|2020-02-21|0.0|0|0.0|0|220.05208333333334|0|12.807291666666666|0
0|2020-02-22|0.0|0|0.0|0|219.6875|0|12.791666666666666|0
0|2020-02-23|0.0|0|0.0|0|204.01041666666666|0|10.546875|0
0|2020-02-24|0.0|0|0.0|0|116.25|0|3.859375|0
0|2020-02-25|0.0|0|0.0|0|103.90625|0|7.729166666666667|0
0|2020-02-26|0.0|0|0.0|0|182.65625|0|11.026041666666666|0
0|2020-02-27|0.0|0|0.0|0|267.2916666666667|0|15.333333333333334|0
0|2020-02-28|0.0|0|0.0|0|264.9479166666667|0|16.171875|0
0|2020-02-29|0.0|0|0.0|0|264.0625|0|9.458333333333334|0
0|2020-03-01|0.0|0|0.0|0|158.07291666666666|0|9.244791666666666|0
0|2020-03-02|0.0|0|0.0|0|224.94791666666666|0|7.130208333333333|0
0|2020-03-03|0.0|0|0.0|0|159.6875|0|6.588541666666667|0
0|2020-03-04|0.0|0|0.0|0|232.70833333333334|0|8.223958333333334|0
0|2020-03-05|0.0|0|0.0|0|113.48958333333333|0|6.15625|0
0|2020-03-06|0.0|0|0.0|0|299.6354166666667|0|12.760416666666666|0
0|2020-03-07|0.0|0|0.0|0|188.69791666666666|0|6.604166666666667|0
0|2020-03-08|0.0|0|0.0|0|174.47916666666666|0|10.869791666666666|0
0|2020-03-09|0.0|0|0.0|0|203.95833333333334|0|14.75|0
0|2020-03-10|0.0|0|0.0|0|214.94791666666666|0|10.09375|0
0|2020-03-11|0.0|0|0.0|0|83.125|0|3.0052083333333335|0
0|2020-03-12|0.0|0|0.0|0|128.69791666666666|0|6.703125|0
0|2020-03-13|0.0|0|0.0|0|251.35416666666666|0|16.984375|0
0|2020-03-14|0.0|0|0.0|0|172.70833333333334|0|3.6614583333333335|0
0|2020-03-15|0.0|0|0.0|0|80.72916666666667|0|5.161458333333333|0
0|2020-03-16|0.0|0|0.0|0|122.55208333333333|0|5.234375|0
0|2020-03-17|0.0|0|0.0|0|230.83333333333334|0|8.854166666666666|0
0|2020-03-18|0.0|0|0.0|0|95.67708333333333|0|6.0|0
0|2020-03-19|0.0|0|0.0|0|82.86458333333333|0|6.322916666666667|0
0|2020-03-20|0.0|0|0.0|0|276.6666666666667|0|14.145833333333334|0
0|2020-03-21|0.0|0|0.0|0|142.44791666666666|0|7.973958333333333|0
0|2020-03-22|0.0|0|0.0|0|70.78125|0|4.859375|0
0|2020-03-23|0.0|0|0.0|0|153.75|0|3.1041666666666665|0
0|2020-03-24|0.0|0|0.0|0|70.52083333333333|0|2.34375|0
0|2020-03-25|0.0|0|0.0|0|111.66666666666667|0|2.9427083333333335|0
0|2020-03-26|0.0|0|0.0|0|146.71875|0|6.994791666666667|0
0|2020-03-27|0.0|0|0.0|0|76.25|0|4.526041666666667|0
0|2020-03-28|0.0|0|0.0|0|79.01041666666667|0|5.453125|0
0|2020-03-29|0.0|0|0.0|0|187.34375|0|15.078125|0
0|2020-03-30|0.0|0|0.0|0|260.2604166666667|0|10.197916666666666|0
0|2020-03-31|0.0|0|0.0|0|130.98958333333334|0|6.5|0
0|2020-04-01|0.0|0|0.0|0|146.5625|0|3.4635416666666665|0
0|2020-04-02|0.0|0|0.0|0|138.75|0|2.6197916666666665|0
0|2020-04-03|0.0|0|0.0|0|77.70833333333333|0|3.046875|0
0|2020-04-04|0.0|0|0.0|0|152.5|0|3.8125|0
0|2020-04-05|0.0|0|0.0|0|195.26041666666666|0|4.791666666666667|0
0|2020-04-06|0.0|0|0.0|0|87.34375|0|2.1666666666666665|0
0|2020-04-07|0.0|0|0.0|0|99.79166666666667|0|3.3333333333333335|0
0|2020-04-08|0.0|0|0.0|0|240.52083333333334|0|5.71875|0
0|2020-04-09|0.0|0|0.0|0|264.7916666666667|0|11.432291666666666|0
0|2020-04-10|0.0|0|0.0|0|301.7708333333333|0|15.291666666666666|0
0|2020-04-11|0.0|0|0.0|0|131.25|0|4.875|0
0|2020-04-12|0.0|0|0.0|0|131.35416666666666|0|6.286458333333333|0
0|2020-04-13|0.0|0|0.0|0|219.94791666666666|0|15.463541666666666|0
0|2020-04-14|0.0|0|0.0|0|233.59375|0|11.447916666666666|0
0|2020-04-15|0.0|0|0.0|0|253.95833333333334|0|6.125|0
0|2020-04-16|0.0|0|0.0|0|244.375|0|10.234375|0
0|2020-04-17|0.0|0|0.0|0|118.85416666666667|0|3.8020833333333335|0
0|2020-04-18|0.0|0|0.0|0|174.42708333333334|0|9.619791666666666|0
0|2020-04-19|0.0|0|0.0|0|229.89583333333334|0|13.0625|0
0|2020-04-20|0.0|0|0.0|0|132.91666666666666|0|8.84375|0
0|2020-04-21|0.0|0|0.0|0|290.0|0|15.546875|0
0|2020-04-22|0.0|0|0.0|0|230.98958333333334|0|5.520833333333333|0
0|2020-04-23|0.0|0|0.0|0|99.42708333333333|0|8.213541666666666|0
0|2020-04-24|0.0|0|0.0|0|168.4375|0|4.598958333333333|0
0|2020-04-25|0.0|0|0.0|0|45.833333333333336|0|4.734375|0
0|2020-04-26|0.0|0|0.0|0|70.625|0|8.526041666666666|0
0|2020-04-27|0.0|0|0.0|0|130.41666666666666|0|4.203125|0
0|2020-04-28|0.0|0|0.0|0|142.29166666666666|0|5.46875|0
0|2020-04-29|0.0|0|0.0|0|127.34375|0|11.671875|0
0|2020-04-30|0.0|0|0.0|0|204.21875|0|6.578125|0
0|2020-05-01|0.0|0|0.0|0|216.35416666666666|0|6.072916666666667|0
0|2020-05-02|0.0|0|0.0|0|148.64583333333334|0|8.619791666666666|0
0|2020-05-03|0.0|0|0.0|0|208.33333333333334|0|8.744791666666666|0
0|2020-05-04|0.0|0|0.0|0|243.17708333333334|0|7.802083333333333|0
0|2020-05-05|0.0|0|0.0|0|45.46875|0|4.734375|0
0|2020-05-06|0.0|0|0.0|0|99.375|0|3.7135416666666665|0
0|2020-05-07|0.0|0|0.0|0|146.61458333333334|0|6.182291666666667|0
0|2020-05-08|0.0|0|0.0|0|270.46875|0|9.78125|0
0|2020-05-09|0.0|0|0.0|0|254.375|0|11.28125|0
0|2020-05-10|0.0|0|0.0|0|120.67708333333333|0|6.010416666666667|0
0|2020-05-11|0.0|0|0.0|0|294.3229166666667|0|8.5625|0
0|2020-05-12|0.0|0|0.0|0|140.15625|0|5.822916666666667|0
0|2020-05-13|0.0|0|0.0|0|80.20833333333333|0|3.2916666666666665|0
0|2020-05-14|0.0|0|0.0|0|161.04166666666666|0|7.635416666666667|0
0|2020-05-15|0.0|0|0.0|0|111.09375|0|2.984375|0
0|2020-05-16|0.0|0|0.0|0|69.47916666666667|0|4.25|0
0|2020-05-17|0.0|0|0.0|0|71.40625|0|8.119791666666666|0
0|2020-05-18|0.0|0|0.0|0|84.375|0|15.0|0
0|2020-05-19|0.0|0|0.0|0|78.28125|0|9.15625|0
0|2020-05-20|0.0|0|0.0|0|94.0625|0|7.713541666666667|0
0|2020-05-21|0.0|0|0.0|0|79.21875|0|4.442708333333333|0
0|2020-05-22|0.0|0|0.0|0|74.47916666666667|0|2.71875|0
0|2020-05-23|0.0|0|0.0|0|63.333333333333336|0|2.9947916666666665|0
0|2020-05-24|0.0|0|0.0|0|169.63541666666666|0|7.588541666666667|0
0|2020-05-25|0.0|0|0.0|0|98.02083333333333|0|3.4635416666666665|0
0|2020-05-26|0.0|0|0.0|0|61.822916666666664|0|1.75|0
0|2020-05-27|0.0|0|0.0|0|100.3125|0|4.880208333333333|0
0|2020-05-28|0.0|0|0.0|0|130.625|0|5.723958333333333|0
0|2020-05-29|0.0|0|0.0|0|215.46875|0|5.447916666666667|0
0|2020-05-30|0.0|0|0.0|0|307.0833333333333|0|10.416666666666666|0
0|2020-05-31|0.0|0|0.0|0|258.75|0|5.630208333333333|0
0|2020-06-01|0.0|0|0.0|0|135.3125|0|4.953125|0
0|2020-06-02|0.0|0|0.0|0|217.13541666666666|0|9.0625|0
0|2020-06-03|0.0|0|0.0|0|192.96875|0|6.973958333333333|0
0|2020-06-04|0.0|0|0.0|0|95.46875|0|2.28125|0
0|2020-06-05|0.0|0|0.0|0|128.64583333333334|0|2.1354166666666665|0
0|2020-06-06|0.0|0|0.0|0|130.98958333333334|0|4.416666666666667|0
0|2020-06-07|0.0|0|0.0|0|100.67708333333333|0|2.734375|0
0|2020-06-08|0.0|0|0.0|0|75.10416666666667|0|2.5104166666666665|0
0|2020-06-09|0.0|0|0.0|0|101.40625|0|6.098958333333333|0
0|2020-06-10|0.0|0|0.0|0|187.1875|0|12.067708333333334|0
0|2020-06-11|0.0|0|0.0|0|230.3125|0|12.494791666666666|0
0|2020-06-12|0.0|0|0.0|0|221.40625|0|4.348958333333333|0
0|2020-06-13|0.0|0|0.0|0|46.40625|0|4.333333333333333|0
0|2020-06-14|0.0|0|0.0|0|46.614583333333336|0|3.8072916666666665|0
0|2020-06-15|0.0|0|0.0|0|57.239583333333336|0|3.2083333333333335|0
