|dates|Assumption_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Assumption_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Assumption_Louisiana_UnitedStates.Male_Total_Population.data|Assumption_Louisiana_UnitedStates.Male_Total_Population.missing|Assumption_Louisiana_UnitedStates.Female_Total_Population.data|Assumption_Louisiana_UnitedStates.Female_Total_Population.missing|Assumption_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Assumption_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4020.0|0|10819.0|0|11481.0|0|4792.0|0
