|dates|SaltLake_Utah_UnitedStates.BLS_EmployedPopulation.data|SaltLake_Utah_UnitedStates.BLS_EmployedPopulation.missing|SaltLake_Utah_UnitedStates.BLS_UnemployedPopulation.data|SaltLake_Utah_UnitedStates.BLS_UnemployedPopulation.missing|SaltLake_Utah_UnitedStates.BLS_UnemploymentRate.data|SaltLake_Utah_UnitedStates.BLS_UnemploymentRate.missing|SaltLake_Utah_UnitedStates.BLS_LaborForcePopulation.data|SaltLake_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-02|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-03|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-04|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-05|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-06|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-07|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-08|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-09|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-10|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-11|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-12|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-13|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-14|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-15|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-16|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-17|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-18|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-19|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-20|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-21|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-22|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-23|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-24|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-25|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-26|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-27|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-28|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-29|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-30|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-01-31|627033.5|0|16513.5|0|2.566013049551936|0|643547.0|0
0|2020-02-01|628930.5|0|16935.0|0|2.6220629527355155|0|645865.5|0
0|2020-02-02|628930.5|0|16935.0|0|2.6220629527355155|0|645865.5|0
0|2020-02-03|628930.5|0|16935.0|0|2.6220629527355155|0|645865.5|0
0|2020-02-04|628930.5|0|16935.0|0|2.6220629527355155|0|645865.5|0
0|2020-02-05|628930.5|0|16935.0|0|2.6220629527355155|0|645865.5|0
0|2020-02-06|628930.5|0|16935.0|0|2.6220629527355155|0|645865.5|0
0|2020-02-07|628930.5|0|16935.0|0|2.6220629527355155|0|645865.5|0
