|dates|Boundary_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boundary_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boundary_Idaho_UnitedStates.Male_Total_Population.data|Boundary_Idaho_UnitedStates.Male_Total_Population.missing|Boundary_Idaho_UnitedStates.Female_Total_Population.data|Boundary_Idaho_UnitedStates.Female_Total_Population.missing|Boundary_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Boundary_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2691.0|0|6005.0|0|5943.0|0|2761.0|0
