|dates|Schoharie_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Schoharie_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Schoharie_NewYork_UnitedStates.Male_Total_Population.data|Schoharie_NewYork_UnitedStates.Male_Total_Population.missing|Schoharie_NewYork_UnitedStates.Female_Total_Population.data|Schoharie_NewYork_UnitedStates.Female_Total_Population.missing|Schoharie_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Schoharie_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6797.0|0|15596.0|0|15501.0|0|5405.0|0
