|dates|Essex_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Essex_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Essex_NewYork_UnitedStates.Male_Total_Population.data|Essex_NewYork_UnitedStates.Male_Total_Population.missing|Essex_NewYork_UnitedStates.Female_Total_Population.data|Essex_NewYork_UnitedStates.Female_Total_Population.missing|Essex_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Essex_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8743.0|0|19255.0|0|18045.0|0|6062.0|0
