|dates|Watonwan_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Watonwan_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Watonwan_Minnesota_UnitedStates.Male_Total_Population.data|Watonwan_Minnesota_UnitedStates.Male_Total_Population.missing|Watonwan_Minnesota_UnitedStates.Female_Total_Population.data|Watonwan_Minnesota_UnitedStates.Female_Total_Population.missing|Watonwan_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Watonwan_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2191.0|0|5426.0|0|5554.0|0|2683.0|0
