|dates|Bradford_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bradford_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bradford_Pennsylvania_UnitedStates.Male_Total_Population.data|Bradford_Pennsylvania_UnitedStates.Male_Total_Population.missing|Bradford_Pennsylvania_UnitedStates.Female_Total_Population.data|Bradford_Pennsylvania_UnitedStates.Female_Total_Population.missing|Bradford_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Bradford_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12955.0|0|30157.0|0|30676.0|0|13362.0|0
