|dates|Tuscola_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tuscola_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tuscola_Michigan_UnitedStates.Male_Total_Population.data|Tuscola_Michigan_UnitedStates.Male_Total_Population.missing|Tuscola_Michigan_UnitedStates.Female_Total_Population.data|Tuscola_Michigan_UnitedStates.Female_Total_Population.missing|Tuscola_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Tuscola_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10635.0|0|26385.0|0|26131.0|0|10732.0|0
