|dates|Tift_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tift_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tift_Georgia_UnitedStates.Male_Total_Population.data|Tift_Georgia_UnitedStates.Male_Total_Population.missing|Tift_Georgia_UnitedStates.Female_Total_Population.data|Tift_Georgia_UnitedStates.Female_Total_Population.missing|Tift_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Tift_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6037.0|0|19622.0|0|20949.0|0|10020.0|0
