|dates|Lunenburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lunenburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lunenburg_Virginia_UnitedStates.Male_Total_Population.data|Lunenburg_Virginia_UnitedStates.Male_Total_Population.missing|Lunenburg_Virginia_UnitedStates.Female_Total_Population.data|Lunenburg_Virginia_UnitedStates.Female_Total_Population.missing|Lunenburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Lunenburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2697.0|0|6400.0|0|5686.0|0|2243.0|0
