|dates|Pennington_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pennington_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pennington_Minnesota_UnitedStates.Male_Total_Population.data|Pennington_Minnesota_UnitedStates.Male_Total_Population.missing|Pennington_Minnesota_UnitedStates.Female_Total_Population.data|Pennington_Minnesota_UnitedStates.Female_Total_Population.missing|Pennington_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Pennington_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2592.0|0|7032.0|0|7146.0|0|3225.0|0
