|dates|Windham_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Windham_Vermont_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Windham_Vermont_UnitedStates.Male_Total_Population.data|Windham_Vermont_UnitedStates.Male_Total_Population.missing|Windham_Vermont_UnitedStates.Female_Total_Population.data|Windham_Vermont_UnitedStates.Female_Total_Population.missing|Windham_Vermont_UnitedStates.MaleAndFemale_Under18_Population.data|Windham_Vermont_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9757.0|0|20919.0|0|21837.0|0|7636.0|0
