|dates|Dundy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dundy_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dundy_Nebraska_UnitedStates.Male_Total_Population.data|Dundy_Nebraska_UnitedStates.Male_Total_Population.missing|Dundy_Nebraska_UnitedStates.Female_Total_Population.data|Dundy_Nebraska_UnitedStates.Female_Total_Population.missing|Dundy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Dundy_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|447.0|0|885.0|0|885.0|0|339.0|0
