|dates|SanAugustine_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanAugustine_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanAugustine_Texas_UnitedStates.Male_Total_Population.data|SanAugustine_Texas_UnitedStates.Male_Total_Population.missing|SanAugustine_Texas_UnitedStates.Female_Total_Population.data|SanAugustine_Texas_UnitedStates.Female_Total_Population.missing|SanAugustine_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|SanAugustine_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2177.0|0|4052.0|0|4180.0|0|1628.0|0
