|dates|Ida_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ida_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ida_Iowa_UnitedStates.Male_Total_Population.data|Ida_Iowa_UnitedStates.Male_Total_Population.missing|Ida_Iowa_UnitedStates.Female_Total_Population.data|Ida_Iowa_UnitedStates.Female_Total_Population.missing|Ida_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Ida_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1519.0|0|3415.0|0|3426.0|0|1656.0|0
