|dates|Lyon_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lyon_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lyon_Kentucky_UnitedStates.Male_Total_Population.data|Lyon_Kentucky_UnitedStates.Male_Total_Population.missing|Lyon_Kentucky_UnitedStates.Female_Total_Population.data|Lyon_Kentucky_UnitedStates.Female_Total_Population.missing|Lyon_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Lyon_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2080.0|0|4388.0|0|3621.0|0|1164.0|0
