|dates|BoxElder_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BoxElder_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BoxElder_Utah_UnitedStates.Male_Total_Population.data|BoxElder_Utah_UnitedStates.Male_Total_Population.missing|BoxElder_Utah_UnitedStates.Female_Total_Population.data|BoxElder_Utah_UnitedStates.Female_Total_Population.missing|BoxElder_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|BoxElder_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7109.0|0|27852.0|0|27098.0|0|17430.0|0
