|dates|Beaver_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beaver_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beaver_Pennsylvania_UnitedStates.Male_Total_Population.data|Beaver_Pennsylvania_UnitedStates.Male_Total_Population.missing|Beaver_Pennsylvania_UnitedStates.Female_Total_Population.data|Beaver_Pennsylvania_UnitedStates.Female_Total_Population.missing|Beaver_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Beaver_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|35412.0|0|80005.0|0|84737.0|0|31988.0|0
