|dates|Lincoln_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Kentucky_UnitedStates.Male_Total_Population.data|Lincoln_Kentucky_UnitedStates.Male_Total_Population.missing|Lincoln_Kentucky_UnitedStates.Female_Total_Population.data|Lincoln_Kentucky_UnitedStates.Female_Total_Population.missing|Lincoln_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4491.0|0|12076.0|0|12568.0|0|5877.0|0
