|dates|Mackinac_Michigan_UnitedStates.BLS_EmployedPopulation.data|Mackinac_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Mackinac_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Mackinac_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Mackinac_Michigan_UnitedStates.BLS_UnemploymentRate.data|Mackinac_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Mackinac_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Mackinac_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-02|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-03|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-04|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-05|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-06|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-07|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-08|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-09|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-10|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-11|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-12|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-13|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-14|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-15|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-16|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-17|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-18|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-19|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-20|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-21|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-22|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-23|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-24|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-25|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-26|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-27|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-28|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-29|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-30|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-01-31|3527.5|0|852.0|0|19.454275602237697|0|4379.5|0
0|2020-02-01|3596.5|0|773.0|0|17.69081130564138|0|4369.5|0
0|2020-02-02|3596.5|0|773.0|0|17.69081130564138|0|4369.5|0
