|dates|Columbia_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Columbia_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Columbia_Oregon_UnitedStates.Male_Total_Population.data|Columbia_Oregon_UnitedStates.Male_Total_Population.missing|Columbia_Oregon_UnitedStates.Female_Total_Population.data|Columbia_Oregon_UnitedStates.Female_Total_Population.missing|Columbia_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Columbia_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9809.0|0|26190.0|0|26187.0|0|11067.0|0
