|dates|Foard_Texas_UnitedStates.JHU_ConfirmedCases.data|Foard_Texas_UnitedStates.JHU_ConfirmedCases.missing|Foard_Texas_UnitedStates.NYT_ConfirmedCases.data|Foard_Texas_UnitedStates.NYT_ConfirmedCases.missing|Foard_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Foard_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Foard_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Foard_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|152.0|0|0.0|100|10.0|0|0.0|100
