|dates|Marathon_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marathon_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marathon_Wisconsin_UnitedStates.Male_Total_Population.data|Marathon_Wisconsin_UnitedStates.Male_Total_Population.missing|Marathon_Wisconsin_UnitedStates.Female_Total_Population.data|Marathon_Wisconsin_UnitedStates.Female_Total_Population.missing|Marathon_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Marathon_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23980.0|0|68084.0|0|67344.0|0|30846.0|0
