|dates|Cameron_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cameron_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cameron_Texas_UnitedStates.Male_Total_Population.data|Cameron_Texas_UnitedStates.Male_Total_Population.missing|Cameron_Texas_UnitedStates.Female_Total_Population.data|Cameron_Texas_UnitedStates.Female_Total_Population.missing|Cameron_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Cameron_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|57415.0|0|206353.0|0|217555.0|0|128553.0|0
