|dates|Clay_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clay_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clay_Texas_UnitedStates.Male_Total_Population.data|Clay_Texas_UnitedStates.Male_Total_Population.missing|Clay_Texas_UnitedStates.Female_Total_Population.data|Clay_Texas_UnitedStates.Female_Total_Population.missing|Clay_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Clay_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2375.0|0|5209.0|0|5247.0|0|2099.0|0
