|dates|Warren_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warren_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warren_Kentucky_UnitedStates.Male_Total_Population.data|Warren_Kentucky_UnitedStates.Male_Total_Population.missing|Warren_Kentucky_UnitedStates.Female_Total_Population.data|Warren_Kentucky_UnitedStates.Female_Total_Population.missing|Warren_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Warren_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16896.0|0|64205.0|0|67059.0|0|30099.0|0
