|dates|Jackson_Texas_UnitedStates.BLS_EmployedPopulation.data|Jackson_Texas_UnitedStates.BLS_EmployedPopulation.missing|Jackson_Texas_UnitedStates.BLS_UnemployedPopulation.data|Jackson_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Jackson_Texas_UnitedStates.BLS_UnemploymentRate.data|Jackson_Texas_UnitedStates.BLS_UnemploymentRate.missing|Jackson_Texas_UnitedStates.BLS_LaborForcePopulation.data|Jackson_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|6764.0|0|361.0|0|5.066666666666666|0|7125.0|0
