|dates|Lonoke_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lonoke_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lonoke_Arkansas_UnitedStates.Male_Total_Population.data|Lonoke_Arkansas_UnitedStates.Male_Total_Population.missing|Lonoke_Arkansas_UnitedStates.Female_Total_Population.data|Lonoke_Arkansas_UnitedStates.Female_Total_Population.missing|Lonoke_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lonoke_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9808.0|0|36302.0|0|37355.0|0|19009.0|0
