|dates|Washington_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Idaho_UnitedStates.Male_Total_Population.data|Washington_Idaho_UnitedStates.Male_Total_Population.missing|Washington_Idaho_UnitedStates.Female_Total_Population.data|Washington_Idaho_UnitedStates.Female_Total_Population.missing|Washington_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2554.0|0|5058.0|0|5103.0|0|2303.0|0
