|dates|Marion_Kansas_UnitedStates.AveragePrecipitationTotal.data|Marion_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Marion_Kansas_UnitedStates.AveragePrecipitation.data|Marion_Kansas_UnitedStates.AveragePrecipitation.missing|Marion_Kansas_UnitedStates.AverageWindDirection.data|Marion_Kansas_UnitedStates.AverageWindDirection.missing|Marion_Kansas_UnitedStates.AverageWindSpeed.data|Marion_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|270.9166666666667|0|7.333333333333333|0
