|dates|McCurtain_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McCurtain_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McCurtain_Oklahoma_UnitedStates.Male_Total_Population.data|McCurtain_Oklahoma_UnitedStates.Male_Total_Population.missing|McCurtain_Oklahoma_UnitedStates.Female_Total_Population.data|McCurtain_Oklahoma_UnitedStates.Female_Total_Population.missing|McCurtain_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|McCurtain_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5961.0|0|16071.0|0|16632.0|0|8219.0|0
