|dates|Greene_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Missouri_UnitedStates.Male_Total_Population.data|Greene_Missouri_UnitedStates.Male_Total_Population.missing|Greene_Missouri_UnitedStates.Female_Total_Population.data|Greene_Missouri_UnitedStates.Female_Total_Population.missing|Greene_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48085.0|0|141855.0|0|150068.0|0|60957.0|0
