|dates|BaltimoreCity_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BaltimoreCity_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BaltimoreCity_Maryland_UnitedStates.Male_Total_Population.data|BaltimoreCity_Maryland_UnitedStates.Male_Total_Population.missing|BaltimoreCity_Maryland_UnitedStates.Female_Total_Population.data|BaltimoreCity_Maryland_UnitedStates.Female_Total_Population.missing|BaltimoreCity_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|BaltimoreCity_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
