|dates|Shelby_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Ohio_UnitedStates.Male_Total_Population.data|Shelby_Ohio_UnitedStates.Male_Total_Population.missing|Shelby_Ohio_UnitedStates.Female_Total_Population.data|Shelby_Ohio_UnitedStates.Female_Total_Population.missing|Shelby_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8041.0|0|24423.0|0|24204.0|0|12077.0|0
