|dates|Lincoln_Washington_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Washington_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Washington_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Washington_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Washington_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Washington_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-02|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-03|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-04|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-05|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-06|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-07|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-08|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-09|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-10|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-11|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-12|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-13|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-14|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-15|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-16|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-17|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-18|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-19|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-20|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-21|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-22|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-23|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-24|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-25|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-26|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-27|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-28|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-29|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-30|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-01-31|4430.0|0|290.5|0|6.154009109204534|0|4720.5|0
0|2020-02-01|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-02|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-03|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-04|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-05|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-06|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-07|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-08|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-09|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-10|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-11|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-12|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-13|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-14|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-15|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-16|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-17|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-18|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-19|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-20|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-21|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-22|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-23|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-24|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-25|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-26|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-27|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-28|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-02-29|4455.5|0|299.5|0|6.29863301787592|0|4755.0|0
0|2020-03-01|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-02|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-03|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-04|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-05|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-06|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-07|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-08|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-09|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-10|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
0|2020-03-11|4366.5|0|291.0|0|6.247987117552335|0|4657.5|0
